first,last,id.bioguide,current_type,current_party,current_state,term_start,term_end,social.youtube,social.youtube_id,social.twitter,social.twitter_id,social.instagram,social.instagram_id,social.facebook
Sheila,Cherfilus-McCormick,C001127,rep,Democrat,FL,2025-01-03,2027-01-03,,,,,,,congresswomanSCM
John,Fetterman,F000479,sen,Democrat,PA,2023-01-03,2029-01-03,,,,,senfettermanpa,,SenFettermanPA
Jonathan,Jackson,J000309,rep,Democrat,IL,2025-01-03,2027-01-03,,,,,repjackson,,repjackson
Gilbert,Cisneros,C001123,rep,Democrat,CA,2025-01-03,2027-01-03,,,,,repgilcisneros,,RepGilCisneros
Angela,Alsobrooks,A000382,sen,Democrat,MD,2025-01-03,2031-01-03,,,,,sen_alsobrooks,,SenatorAlsobrooks
Dave,McCormick,M001243,sen,Republican,PA,2025-01-03,2031-01-03,@SenMcCormickPA,UCgQfTNRrFKHVES1JYA7mz1w,,,senmccormickpa,,SenMcCormickPA
Sarah,McBride,M001238,rep,Democrat,DE,2025-01-03,2027-01-03,,,,,congresswomansarahmcbride,,CongresswomanSarahMcBride
Mark,Messmer,M001233,rep,Republican,IN,2025-01-03,2027-01-03,,,,,HouseRepublicans,,CongressmanMessmer
Josh,Riley,R000622,rep,Democrat,NY,2025-01-03,2027-01-03,,,,,RepRileyNY,,RepRileyNY
Jim,Justice,J000312,sen,Republican,WV,2025-01-14,2031-01-03,,,,,senjimjustice,,100044187231175
Lance,Gooden,G000589,rep,Republican,TX,2025-01-03,2027-01-03,,UCaEs0pYlL_1cLlPBHfl0RIg,,,,,
