first,last,id.bioguide,current_type,current_party,current_state,term_start,term_end,social.youtube,social.youtube_id,social.twitter,social.twitter_id,social.instagram,social.instagram_id,social.facebook
Brian,Schatz,S001194,sen,Democrat,HI,2023-01-03,2029-01-03,senbrianschatz,UC8-mSYp2WqBiB_5iwtwKfow,SenBrianSchatz,1262099252.0,senbrianschatz,,SenBrianSchatz
Julia,Brownley,B001285,rep,Democrat,CA,2025-01-03,2027-01-03,RepJuliaBrownley,UCFrC4Ouk5R6xQztS9PZin_A,RepBrownley,1243902714.0,RepBrownley,,RepJuliaBrownley
Thomas,Massie,M001184,rep,Republican,KY,2025-01-03,2027-01-03,repthomasmassie,UCpmXOtvvXC3GE8o9VxYNK7g,RepThomasMassie,975200486.0,repthomasmassie,,RepThomasMassie
Robin,Kelly,K000385,rep,Democrat,IL,2025-01-03,2027-01-03,,UCLhcNPX2nNQLNzwKW0nEykg,RepRobinKelly,1339931490.0,reprobinkelly,,reprobinkelly
Kirsten,Gillibrand,G000555,sen,Democrat,NY,2025-01-03,2031-01-03,KirstenEGillibrand,UCVEloQogVsmnkd5vxJInmYg,GillibrandNY,8.999786224166953e+17,senkirstengillibrand,,SenKirstenGillibrand
James,Risch,R000584,sen,Republican,ID,2021-01-03,2027-01-03,SenatorJamesRisch,UCncKW8xyT5UbPNO27YuQnBA,SenatorRisch,1096059529.0,,,senatorjimrisch
Joyce,Beatty,B001281,rep,Democrat,OH,2025-01-03,2027-01-03,,UCtVl3kb7Xvt3pY7l6x-M6LA,RepBeatty,1531521632.0,repbeatty,554027718.0,RepJoyceBeatty
Tina,Smith,S001203,sen,Democrat,MN,2021-01-03,2027-01-03,,,SenTinaSmith,9.410006862753874e+17,senatortinasmith,,USSenTinaSmith
Jason,Smith,S001195,rep,Republican,MO,2025-01-03,2027-01-03,RepJasonSmith,UCzj9-27Lr4gcqopmZAobXXg,RepJasonSmith,1623308912.0,,,repjasonsmith
Christopher,Smith,S000522,rep,Republican,NJ,2025-01-03,2027-01-03,USRepChrisSmith,UCtCNUDo3-I1gsd_03ppDfZg,,,repchrissmith,,RepChrisSmith
Christopher,Murphy,M001169,sen,Democrat,CT,2025-01-03,2031-01-03,senchrismurphy,UCbcEa40PIFpLpdDe06n3F3Q,SenMurphyOffice,2853793517.0,senchrismurphy,,chrismurphyct
Cory,Booker,B001288,sen,Democrat,NJ,2021-01-03,2027-01-03,SenCoryBooker,UC6FlymqNS1VettnVZa7goPA,SenBooker,2167097881.0,corybooker,,SenatorCoryBooker
Katherine,Clark,C001101,rep,Democrat,MA,2025-01-03,2027-01-03,,UCgaI52w7QKI8LtkSeCCmSuw,RepKClark,2293131060.0,repkclark,,CongresswomanClark
Dan,Newhouse,N000189,rep,Republican,WA,2025-01-03,2027-01-03,,UCllbsv_aoIaPS6W3aSonZlw,RepNewhouse,2930635215.0,repnewhouse,,RepNewhouse
Barry,Loudermilk,L000583,rep,Republican,GA,2025-01-03,2027-01-03,,UC2Kfw8fjca8k3w3KpzL5tNg,RepLoudermilk,2914163523.0,RepLoudermilk,,reploudermilk
Earl,Carter,C001103,rep,Republican,GA,2025-01-03,2027-01-03,,UCHQm49T6ikD_ioMAt50AwKQ,RepBuddyCarter,2973870195.0,repbuddycarter,,congressmanbuddycarter
Mike,Bost,B001295,rep,Republican,IL,2025-01-03,2027-01-03,,UCYA1psY06vSf3QadHuCrmjQ,RepBost,2964877294.0,,,RepBost
Alma,Adams,A000370,rep,Democrat,NC,2025-01-03,2027-01-03,,UCPI9ao1Cr1nxEUD2r-usRjQ,RepAdams,2916086925.0,repadams,,CongresswomanAdams
John,Moolenaar,M001194,rep,Republican,MI,2025-01-03,2027-01-03,,UCnMvVN4a8roZu4crE0UW2DA,RepMoolenaar,2696643955.0,RepMoolenaar,,RepMoolenaar
Elise,Stefanik,S001196,rep,Republican,NY,2025-01-03,2027-01-03,,UCHvf42C8Vw6QnjwO2L2ukKA,RepStefanik,2962813893.0,repstefanik,,RepEliseStefanik
David,Rouzer,R000603,rep,Republican,NC,2025-01-03,2027-01-03,,UCBvOxpqoGi1HlHjX9v_gHZw,RepDavidRouzer,834069080.0,repdavidrouzer,,RepRouzer
Gary,Palmer,P000609,rep,Republican,AL,2025-01-03,2027-01-03,,UCYZfP-cNIvlJY3AcAc9OPpQ,USRepGaryPalmer,2861616083.0,repgarypalmer,1551536636.0,CongressmanGaryPalmer
Tom,Emmer,E000294,rep,Republican,MN,2025-01-03,2027-01-03,RepTomEmmer,,RepTomEmmer,2914515430.0,reptomemmer,1565640999.0,reptomemmer
Bruce,Westerman,W000821,rep,Republican,AR,2025-01-03,2027-01-03,,UCNshPbmupCwP5a7Hi79jETQ,RepWesterman,2852998461.0,,,RepWesterman
J.,Hill,H001072,rep,Republican,AR,2025-01-03,2027-01-03,,UCT8uWroJtkwSsCJlVg0IKvQ,RepFrenchHill,2953974395.0,repfrenchhill,,RepFrenchHill
Brian,Babin,B001291,rep,Republican,TX,2025-01-03,2027-01-03,,UCPVEZgw-VbDRbLV1MRGVQNQ,RepBrianBabin,2929491549.0,,,RepBrianBabin
Debbie,Dingell,D000624,rep,Democrat,MI,2025-01-03,2027-01-03,,UCnoP3KLT-HOvzDfC1-I-9lQ,RepDebDingell,2970279814.0,repdingell,,RepDebbieDingell
Norma,Torres,T000474,rep,Democrat,CA,2025-01-03,2027-01-03,,UCvWY4qKP6--o3pIJY7hhKDg,NormaJTorres,236279233.0,repnormatorres,,RepNormaTorres
Dan,Sullivan,S001198,sen,Republican,AK,2021-01-03,2027-01-03,,UC7tXCm8gKlAhTFo2kuf5ylw,SenDanSullivan,2891210047.0,sen_dansullivan,1660873387.0,SenDanSullivan
Rick,Allen,A000372,rep,Republican,GA,2025-01-03,2027-01-03,,UCZPoYXHFDAV17BGLMzGAmpg,RepRickAllen,2964287128.0,Rep_RickAllen,1666787116.0,CongressmanRickAllen
Mike,Rounds,R000605,sen,Republican,SD,2021-01-03,2027-01-03,,UC-pvzimyBdpdkcIfsicrfrQ,SenatorRounds,2955485182.0,senatorrounds,,SenatorMikeRounds
Brendan,Boyle,B001296,rep,Democrat,PA,2025-01-03,2027-01-03,,UCMP_Anj7lz4eZuSh8GwFqQQ,CongBoyle,4304448314.0,,,CongressmanBoyle
Pete,Aguilar,A000371,rep,Democrat,CA,2025-01-03,2027-01-03,,UCxwbFLOlKDsXrwizV5jah7g,RepPeteAguilar,3018670151.0,,,reppeteaguilar
Ruben,Gallego,G000574,sen,Democrat,AZ,2025-01-03,2031-01-03,,,RepRubenGallego,2966570782.0,reprubengallego,,RepRubenGallego
Stacey,Plaskett,P000610,rep,Democrat,VI,2025-01-03,2027-01-03,,UC3V7biFZHDFHDFZy6cCSZUA,StaceyPlaskett,2724095695.0,stacey_plaskett,,repstaceyplaskett
Bonnie,Watson Coleman,W000822,rep,Democrat,NJ,2025-01-03,2027-01-03,,UCrxEaX0VKZKwg3930du2D5A,RepBonnie,2968451607.0,repbonnie,,RepBonnie
Ted,Lieu,L000582,rep,Democrat,CA,2025-01-03,2027-01-03,,UC9qcJxTqfDNBnVul1IojlFg,RepTedLieu,3044993235.0,RepTedLieu,,RepTedLieu
Mark,DeSaulnier,D000623,rep,Democrat,CA,2025-01-03,2027-01-03,,,RepDeSaulnier,2968007206.0,repdesaulnier,,RepMarkDeSaulnier
Seth,Moulton,M001196,rep,Democrat,MA,2025-01-03,2027-01-03,,UC5w5qn7nj5Ljy69LTV7a_fQ,RepMoulton,3091316093.0,repmoulton,,CongressmanSethMoulton
Donald,Beyer,B001292,rep,Democrat,VA,2025-01-03,2027-01-03,,UCPJGVbOVcAVGiBwq8qr_T9w,RepDonBeyer,2962868158.0,repdonbeyer,,RepDonBeyer
Glenn,Grothman,G000576,rep,Republican,WI,2025-01-03,2027-01-03,,UCui4k83Cot4aeVW_8T33fgg,RepGrothman,2976606250.0,repglenngrothman,,RepGrothman
Donald,Norcross,N000188,rep,Democrat,NJ,2025-01-03,2027-01-03,,UC7kXK_PyDiOT8YrdP0jYZHw,DonaldNorcross,3122099613.0,donald_norcross,,DonaldNorcrossNJ
Trent,Kelly,K000388,rep,Republican,MS,2025-01-03,2027-01-03,,UCtDrz-8tdg4ZgOAQHToSWaQ,RepTrentKelly,3317799825.0,reptrentkelly,,reptrentkelly
Darin,LaHood,L000585,rep,Republican,IL,2025-01-03,2027-01-03,,UCVRbtFwaBGcixZIkygtalRw,RepLaHood,3686482216.0,,,replahood
Jim,Banks,B001299,sen,Republican,IN,2025-01-03,2031-01-03,,UC_FR6TySW9uxvhjozkis6Xg,RepJimBanks,8.161313190339502e+17,repjimbanks,,RepJimBanks
Lisa,Blunt Rochester,B001303,sen,Democrat,DE,2025-01-03,2031-01-03,,,RepLBR,8.170502190073283e+17,senlbr,,Rep.BluntRochester
Jamie,Raskin,R000606,rep,Democrat,MD,2025-01-03,2027-01-03,,UChxDE6vho5BfBTOqiBsDmKg,RepRaskin,8.069063552148521e+17,repraskin,,repraskin
Jimmy,Panetta,P000613,rep,Democrat,CA,2025-01-03,2027-01-03,,UCmw-aERG51C96edMDPN7fXQ,RepJimmyPanetta,7.967366125541171e+17,repjimmypanetta,,RepJimmyPanetta
Neal,Dunn,D000628,rep,Republican,FL,2025-01-03,2027-01-03,,UCRTGfrYP-RuDzJ2KGok7TRA,DrNealDunnFL2,8.15952318487298e+17,,,drnealdunnfl2
Nanette,Barragán,B001300,rep,Democrat,CA,2025-01-03,2027-01-03,,,RepBarragan,8.168339254567895e+17,repbarragan,,CongresswomanBarragan
Andy,Biggs,B001302,rep,Republican,AZ,2025-01-03,2027-01-03,,UCqSq9kWOxk9yNTeILBCVC1w,RepAndyBiggsAZ,8.166526166251684e+17,repandybiggs,,RepAndyBiggs
Brian,Mast,M001199,rep,Republican,FL,2025-01-03,2027-01-03,repbrianmast,,RepBrianMast,8.141039504042394e+17,RepBrianMast,,repbrianmast
Warren,Davidson,D000626,rep,Republican,OH,2025-01-03,2027-01-03,,UCMzuyZWzk44YRNesFzPTeUw,WarrenDavidson,7.427355302873047e+17,instawarrendavidson,,CongressmanWarrenDavidson
Vicente,Gonzalez,G000581,rep,Democrat,TX,2025-01-03,2027-01-03,,UC5H6oYLKQ_xIXO5CG7fh4hw,RepGonzalez,8.185361525882388e+17,repvicentegonzaleztx,,USCongressmanVicenteGonzalez
Josh,Gottheimer,G000583,rep,Democrat,NJ,2025-01-03,2027-01-03,,,RepJoshG,8.15310506596692e+17,RepJoshG,,RepJoshG
Catherine,Cortez Masto,C001113,sen,Democrat,NV,2023-01-03,2029-01-03,,UCip_83SiKUqwnUT57VOXrCg,SenCortezMasto,8.113135657601638e+17,sencortezmasto,,SenatorCortezMasto
Ro,Khanna,K000389,rep,Democrat,CA,2025-01-03,2027-01-03,,UCr4KOYv1o1oEQhy1jhhm3pQ,RepRoKhanna,8.162989184682598e+17,reprokhanna,,RepRoKhanna
Jodey,Arrington,A000375,rep,Republican,TX,2025-01-03,2027-01-03,UC3lif8TFPOe-tJ2-pE4Rp7Q,,RepArrington,8.162846646588744e+17,repjodeyarrington,,JodeyArrington
Salud,Carbajal,C001112,rep,Democrat,CA,2025-01-03,2027-01-03,repcarbajal,,RepCarbajal,8.161576678823731e+17,repcarbajal,,repsaludcarbajal
Bradley,Schneider,S001190,rep,Democrat,IL,2025-01-03,2027-01-03,RepBradSchneider,,RepSchneider,1071840474.0,repschneider,,CongressmanBradSchneider
Ted,Budd,B001305,sen,Republican,NC,2023-01-03,2029-01-03,@sentedbudd,,RepTedBudd,8.171384926145249e+17,sentedbudd,,RepTedBudd
Pramila,Jayapal,J000298,rep,Democrat,WA,2025-01-03,2027-01-03,,UCmyD0_-2Oowkfwc_Raghclw,RepJayapal,8.157332909551124e+17,repjayapal,,RepJayapal
Brian,Fitzpatrick,F000466,rep,Republican,PA,2025-01-03,2027-01-03,,UCYMNcgHss4_Q5JY2vSvMpgw,RepBrianFitz,8.163032635869143e+17,repbrianfitz,,repbrianfitzpatrick
John,Kennedy,K000393,sen,Republican,LA,2023-01-03,2029-01-03,UCDgjkA5Y_npoxeUiSW18JZQ,,SenJohnKennedy,8.166832740766147e+17,SenJohnKennedy,,JohnKennedyLouisiana
Raja,Krishnamoorthi,K000391,rep,Democrat,IL,2025-01-03,2027-01-03,,,CongressmanRaja,8.141790319564882e+17,congressmanraja,,congressmanraja
Margaret,Hassan,H001076,sen,Democrat,NH,2023-01-03,2029-01-03,,,SenatorHassan,946549322.0,senatorhassan,,SenatorHassan
Adriano,Espaillat,E000297,rep,Democrat,NY,2025-01-03,2027-01-03,,UCi0niBYFhEY70Dz8InbX5OQ,RepEspaillat,8.17076257770836e+17,repadrianoespaillat,,RepEspaillat
David,Kustoff,K000392,rep,Republican,TN,2025-01-03,2027-01-03,,UCK6U4plOKKMrCjv_h59spGQ,RepDavidKustoff,8.160121245059318e+17,repdavidkustoff,,RepDavidKustoff
Darren,Soto,S001200,rep,Democrat,FL,2025-01-03,2027-01-03,repdarrensoto,,RepDarrenSoto,8.187134656530514e+17,RepDarrenSoto,,CongressmanDarrenSoto
Jack,Bergman,B001301,rep,Republican,MI,2025-01-03,2027-01-03,RepJackBergman,,RepJackBergman,8.152416121544172e+17,RepJackBergman,,RepJackBergman
James,Comer,C001108,rep,Republican,KY,2025-01-03,2027-01-03,,,RepJamesComer,1.2748527942063882e+18,congressmancomer,,congressmancomer
Roger,Marshall,M001198,sen,Republican,KS,2021-01-03,2027-01-03,UCR3nOFMqBB-kRpKFwgapMaQ,,SenatorMarshall,1.336344005588738e+18,senrogermarshall,,RogerMarshallMD
Dwight,Evans,E000296,rep,Democrat,PA,2025-01-03,2027-01-03,,,RepDwightEvans,90639372.0,repdwightevans,,RepDwightEvans
John,Rutherford,R000609,rep,Republican,FL,2025-01-03,2027-01-03,Reprutherfordfl,,RepRutherfordFL,8.289772165958492e+17,reprutherfordfl,,RepRutherfordFL
Mike,Johnson,J000299,rep,Republican,LA,2025-01-03,2027-01-03,,UCzqBEpeIaDEfvAtsA53Fx2Q,RepMikeJohnson,8.272797652875592e+17,RepMikeJohnson,,RepMikeJohnson
Jacky,Rosen,R000608,sen,Democrat,NV,2025-01-03,2031-01-03,,,SenJackyRosen,8.18554054309716e+17,repjackyrosen,,RepJackyRosen
J.,Correa,C001110,rep,Democrat,CA,2025-01-03,2027-01-03,,UCIKJJp4QJIDjnjodc23qKkw,RepLouCorrea,8.159850394858373e+17,reploucorrea,,RepLouCorrea
Don,Bacon,B001298,rep,Republican,NE,2025-01-03,2027-01-03,,UCR9abI1lZzAZ6HwQXc-dLFQ,RepDonBacon,8.189751244603351e+17,RepDonBacon,,RepDonBacon
Lloyd,Smucker,S001199,rep,Republican,PA,2025-01-03,2027-01-03,,UCs5iMvWy-oTHyf5HuwB7FCg,RepSmucker,41417564.0,,,RepSmucker
Clay,Higgins,H001077,rep,Republican,LA,2025-01-03,2027-01-03,,,RepClayHiggins,8.436369705386189e+17,RepClayHiggins,,CongressmanClayHiggins
Ron,Estes,E000298,rep,Republican,KS,2025-01-03,2027-01-03,,UC2clc28qcehIqotHQcthnWA,RepRonEstes,8.547150711168492e+17,RepRonEstes,,RepRonEstes
Jimmy,Gomez,G000585,rep,Democrat,CA,2025-01-03,2027-01-03,UCOmm091WM6D01xTdzsWNvbQ,,RepJimmyGomez,2371339658.0,repjimmygomez,,RepJimmyGomez
Ralph,Norman,N000190,rep,Republican,SC,2025-01-03,2027-01-03,UCVVIZjUpGRB1pgQGDBVBU8Q,,RepRalphNorman,8.804806311086449e+17,repralphnorman,,RepRalphNorman
John,Curtis,C001114,sen,Republican,UT,2025-01-03,2031-01-03,,UChAQ4MD-HigmGnImSoAKBVA,RepJohnCurtis,9.316144830504141e+17,repjohncurtis,,RepJohnCurtis
Cindy,Hyde-Smith,H001079,sen,Republican,MS,2021-01-03,2027-01-03,,UCJHxkJhGST0NTlkzJHWV03Q,SenHydeSmith,9.833482519728169e+17,sencindyhydesmith,,SenatorCindyHydeSmith
Michael,Cloud,C001115,rep,Republican,TX,2025-01-03,2027-01-03,RepCloudTX,,RepCloudTX,1.0398796584001126e+18,repcloudtx,,RepCloudTX
Pete,Stauber,S001212,rep,Republican,MN,2025-01-03,2027-01-03,,,RepPeteStauber,1.0758305990075105e+18,,,RepPeteStauber
Troy,Balderson,B001306,rep,Republican,OH,2025-01-03,2027-01-03,UCm6vJzx-mu4Xr56FnQKRz0w,,RepBalderson,1.0373415365923103e+18,,,RepTroyBalderson
Ben,Cline,C001118,rep,Republican,VA,2025-01-03,2027-01-03,@congressmanbencline8000,,RepBenCline,1.0721583572371743e+18,repbencline,,RepBenCline
Steven,Horsford,H001066,rep,Democrat,NV,2025-01-03,2027-01-03,UCNEpy5bPXiyAavRzYnPlhDQ,,RepHorsford,389840566.0,rephorsford,,
Kevin,Hern,H001082,rep,Republican,OK,2025-01-03,2027-01-03,UC9XRRGCgGOEtEOwUAo1rYZg,,repkevinhern,1.0678185391790244e+18,,,repkevinhern
Mike,Levin,L000593,rep,Democrat,CA,2025-01-03,2027-01-03,UCYFDRohyZgoPy5rXOaVZO-A,,RepMikeLevin,1.07213413956062e+18,RepMikeLevin,,RepMikeLevin
Joseph,Morelle,M001206,rep,Democrat,NY,2025-01-03,2027-01-03,,,RepJoeMorelle,1.064595993222615e+18,,,RepJoeMorelle
Joe,Neguse,N000191,rep,Democrat,CO,2025-01-03,2027-01-03,,,RepJoeNeguse,1.07874980276514e+18,,,RepJoeNeguse
Bryan,Steil,S001213,rep,Republican,WI,2025-01-03,2027-01-03,,,RepBryanSteil,1.07520569162172e+18,,,
Tim,Burchett,B001309,rep,Republican,TN,2025-01-03,2027-01-03,,,RepTimBurchett,1.0288548040874926e+18,,,
Angie,Craig,C001119,rep,Democrat,MN,2025-01-03,2027-01-03,,,RepAngieCraig,1.0802223606434857e+18,,,RepAngieCraig
Dan,Crenshaw,C001120,rep,Republican,TX,2025-01-03,2027-01-03,UC2XDiCjAHtJqnSEzrHAY5IQ,,RepDanCrenshaw,1.0808949313114317e+18,dancrenshawtx,,RepDanCrenshaw
Jason,Crow,C001121,rep,Democrat,CO,2025-01-03,2027-01-03,,,RepJasonCrow,1.0801918665099018e+18,,,RepJasonCrow
Sharice,Davids,D000629,rep,Democrat,KS,2025-01-03,2027-01-03,,,RepDavids,1.0805161163954995e+18,,,
Veronica,Escobar,E000299,rep,Democrat,TX,2025-01-03,2027-01-03,UC46TX2P8K0CA_4gZv8_R2Og,,RepEscobar,1.0755178065511547e+18,repescobar,,RepEscobar
Lizzie,Fletcher,F000468,rep,Democrat,TX,2025-01-03,2027-01-03,UCIWDLoDPvawP118TNWi-9rg,,RepFletcher,1.0759043772217221e+18,repfletcher,,RepFletcher
Russ,Fulcher,F000469,rep,Republican,ID,2025-01-03,2027-01-03,UCx2AS0O5frzPB8D6TqJ3Mqg,,RepRussFulcher,1.0787418995722404e+18,RepRussFulcher,,RepRussFulcher
Sylvia,Garcia,G000587,rep,Democrat,TX,2025-01-03,2027-01-03,,,RepSylviaGarcia,1.0805872631327334e+18,,,RepSylviaGarcia
Jared,Golden,G000592,rep,Democrat,ME,2025-01-03,2027-01-03,,,RepGolden,1.0808916673082982e+18,,,
Chrissy,Houlahan,H001085,rep,Democrat,PA,2025-01-03,2027-01-03,UCGydnnhsUZqFBscmcWcT-zQ,,RepHoulahan,1.0528966207974605e+18,repchrissyhoulahan,,RepChrissyHoulahan
Josh,Harder,H001090,rep,Democrat,CA,2025-01-03,2027-01-03,,,RepJoshHarder,1.0808511521519534e+18,,,
Dusty,Johnson,J000301,rep,Republican,SD,2025-01-03,2027-01-03,,,RepDustyJohnson,1.0747823725944136e+18,,,
Susie,Lee,L000590,rep,Democrat,NV,2025-01-03,2027-01-03,,,RepSusieLee,1.0790615799734395e+18,repsusielee,,RepSusieLee
Daniel,Meuser,M001204,rep,Republican,PA,2025-01-03,2027-01-03,,,RepMeuser,1.0805747936305275e+18,,,RepMeuser
Ayanna,Pressley,P000617,rep,Democrat,MA,2025-01-03,2027-01-03,UCkhjut8oXdxN7HGg5eRT9Fw,,RepPressley,1.0805842295101727e+18,RepAyannaPressley,,RepAyannaPressley
Mikie,Sherrill,S001207,rep,Democrat,NJ,2025-01-03,2027-01-03,,,RepSherrill,1.0805696985368781e+18,,,RepMikieSherrill
Elissa,Slotkin,S001208,sen,Democrat,MI,2025-01-03,2031-01-03,,,RepSlotkin,1.0784014273478574e+18,senslotkin,,SenElissaSlotkin
Greg,Stanton,S001211,rep,Democrat,AZ,2025-01-03,2027-01-03,,,RepGregStanton,1.0808850784257843e+18,repgregstanton,,repgregstanton
Haley,Stevens,S001215,rep,Democrat,MI,2025-01-03,2027-01-03,,,RepHaleyStevens,1.0761616110339686e+18,,,RepHaleyStevens
Kim,Schrier,S001216,rep,Democrat,WA,2025-01-03,2027-01-03,,,RepKimSchrier,1.080462532815532e+18,,,repkimschrier
William,Timmons,T000480,rep,Republican,SC,2025-01-03,2027-01-03,,,RepTimmons,1.0797708523029586e+18,reptimmons,,reptimmons
Rashida,Tlaib,T000481,rep,Democrat,MI,2025-01-03,2027-01-03,UCl5GK07sD5TZIhKcsDNSExA,,RepRashida,1.0797695367301407e+18,reprashida,,RepRashida
Lori,Trahan,T000482,rep,Democrat,MA,2025-01-03,2027-01-03,UCsRXg0BmoS4Rkjz-pqX1PmQ,,RepLoriTrahan,1.0798024826400195e+18,reploritrahan,,reploritrahan
Lauren,Underwood,U000040,rep,Democrat,IL,2025-01-03,2027-01-03,,,RepUnderwood,1.0805394385084006e+18,,,
Jahana,Hayes,H001081,rep,Democrat,CT,2025-01-03,2027-01-03,UCXngpVME5LZjcdXxZQxSDQA,,RepJahanaHayes,1.082086081238102e+18,repjahanahayes,,RepJahanaHayes
Madeleine,Dean,D000631,rep,Democrat,PA,2025-01-03,2027-01-03,UCHj4veUyhPzzOW-Jvn7MqUg,,RepDean,567508925.0,repmadeleinedean,,RepMadeleineDean
Chris,Pappas,P000614,rep,Democrat,NH,2025-01-03,2027-01-03,,,RepChrisPappas,1.0677486504854979e+18,,,
John,Rose,R000612,rep,Republican,TN,2025-01-03,2027-01-03,,,RepJohnRose,1.0813123100592538e+18,,,repjohnrose
Mary,Scanlon,S001205,rep,Democrat,PA,2025-01-03,2027-01-03,,,RepMGS,1.0675412146715771e+18,repmgs,,repmgs
Alexandria,Ocasio-Cortez,O000172,rep,Democrat,NY,2025-01-03,2027-01-03,,,RepAOC,1.0791045632805274e+18,,,repaoc
John,Joyce,J000302,rep,Republican,PA,2025-01-03,2027-01-03,,,RepJohnJoyce,1.082311988926124e+18,,,
Michael,Guest,G000591,rep,Republican,MS,2025-01-03,2027-01-03,,,RepMichaelGuest,1.0812434683270185e+18,,,RepMichaelGuest
Sean,Casten,C001117,rep,Democrat,IL,2025-01-03,2027-01-03,,,RepCasten,1.0834722860893962e+18,repseancasten,,RepSeanCasten
Carol,Miller,M001205,rep,Republican,WV,2025-01-03,2027-01-03,,,RepCarolMiller,1.0813187165734707e+18,,,RepCarolMiller
Lucy,McBath,M001208,rep,Democrat,GA,2025-01-03,2027-01-03,,,RepLucyMcBath,1.0823804589760512e+18,replucymcbath,,RepLucyMcBath
Chip,Roy,R000614,rep,Republican,TX,2025-01-03,2027-01-03,,,RepChipRoy,1.0827906002929254e+18,,,
W.,Steube,S001214,rep,Republican,FL,2025-01-03,2027-01-03,@RepGregSteube,,RepGregSteube,1.0831256496095068e+18,repgregsteube,,RepGregSteube
Jesús,García,G000586,rep,Democrat,IL,2025-01-03,2027-01-03,,,RepChuyGarcia,1.0824277795835412e+18,,,RepChuyGarcia
James,Baird,B001307,rep,Republican,IN,2025-01-03,2027-01-03,UCAe6fGhotC9J9tR_QONYzFA,,RepJimBaird,1.0863164944500326e+18,,,RepJimBaird
Guy,Reschenthaler,R000610,rep,Republican,PA,2025-01-03,2027-01-03,RepGuyReschenthaler,,GReschenthaler,4205133682.0,greschenthaler,,GReschenthaler
Ilhan,Omar,O000173,rep,Democrat,MN,2025-01-03,2027-01-03,,,Ilhan,1.0823343527117906e+18,,,
Ed,Case,C001055,rep,Democrat,HI,2025-01-03,2027-01-03,RepEdCase,,RepEdCase,1.0813505745898332e+18,repedcase,,RepEdCase
Joshua,Hawley,H001089,sen,Republican,MO,2025-01-03,2031-01-03,UCMzt8xq6qQ3XQ_DlNfJx0-w,,SenHawleyPress,1.080960924687704e+18,senatorhawley,,SenatorHawley
Kweisi,Mfume,M000687,rep,Democrat,MD,2025-01-03,2027-01-03,UCbE6PJy-4U0DxosEW2TBQRA,,RepKweisiMfume,1.2762097023224381e+18,repkweisimfume,,RepKweisiMfume
Gregory,Murphy,M001210,rep,Republican,NC,2025-01-03,2027-01-03,,,RepGregMurphy,1.1739780705350246e+18,repgregmurphy,,RepGregMurphy
Mark,Kelly,K000377,sen,Democrat,AZ,2023-01-03,2029-01-03,SenMarkKelly,,SenMarkKelly,1.3249262748888883e+18,senmarkkelly,,SenMarkKelly
Clarence,Owens,O000086,rep,Republican,UT,2025-01-03,2027-01-03,UCxeB7xjbLDJM9Yw6brXsX6Q,,RepBurgessOwens,1.3444812176856924e+18,repburgessowens,,CongressmanBurgessOwens
Blake,Moore,M001213,rep,Republican,UT,2025-01-03,2027-01-03,@RepBlakeMoore,,RepBlakeMoore,1.3374525960935875e+18,repblakemoore,,RepBlakeMoore
Beth,Van Duyne,V000134,rep,Republican,TX,2025-01-03,2027-01-03,,,RepBethVanDuyne,1.3396332593497457e+18,repbethvanduyne,,RepBethVanDuyne
Ronny,Jackson,J000304,rep,Republican,TX,2025-01-03,2027-01-03,,,RepRonnyJackson,1.3419034656106865e+18,RepRonnyJackson,,RepRonnyJackson
August,Pfluger,P000048,rep,Republican,TX,2025-01-03,2027-01-03,UC8bJT16wpa7co50ELvpMTTg,,RepPfluger,1.341120751399809e+18,repaugustpfluger,,RepAugustPfluger
Patrick,Fallon,F000246,rep,Republican,TX,2025-01-03,2027-01-03,RepPatFallon,,RepPatFallon,1.3432580427045274e+18,RepPatFallon,,RepPatFallon
Diana,Harshbarger,H001086,rep,Republican,TN,2025-01-03,2027-01-03,,,RepHarshbarger,1.3457872851791626e+18,,,RepDianaHarshbarger
Nancy,Mace,M000194,rep,Republican,SC,2025-01-03,2027-01-03,,,RepNancyMace,1.343597700542038e+18,repnancymace,,RepNancyMace
Stephanie,Bice,B000740,rep,Republican,OK,2025-01-03,2027-01-03,,,RepBice,1.3442601962275553e+18,,,RepStephanieBice
Nicole,Malliotakis,M000317,rep,Republican,NY,2025-01-03,2027-01-03,,,RepMalliotakis,1.3447505880269005e+18,,,RepNicole
Andrew,Garbarino,G000597,rep,Republican,NY,2025-01-03,2027-01-03,,,RepGarbarino,1.3443496504474337e+18,,,RepAndrewGarbarino
Michelle,Fischbach,F000470,rep,Republican,MN,2025-01-03,2027-01-03,UCAxs5zhFdAkGbkRnuC3osDw,,RepFischbach,1.3443752874847232e+18,repfischbach,,repfischbach
Lisa,McClain,M001136,rep,Republican,MI,2025-01-03,2027-01-03,,,RepLisaMcClain,1.3440322924324372e+18,replisamcclain,,RepLisaMcClain
Jake,Auchincloss,A000148,rep,Democrat,MA,2025-01-03,2027-01-03,RepAuchincloss,,RepAuchincloss,1.330278736554582e+18,,,RepAuchincloss
Victoria,Spartz,S000929,rep,Republican,IN,2025-01-03,2027-01-03,,,RepSpartz,1.3448452014796636e+18,,,RepSpartz
Mary,Miller,M001211,rep,Republican,IL,2025-01-03,2027-01-03,,,RepMaryMiller,1.3436566359071252e+18,,,RepMaryMiller
Randy,Feenstra,F000446,rep,Republican,IA,2025-01-03,2027-01-03,,,RepFeenstra,1.3451353637618524e+18,,,repfeenstra
